uzbek_word,russian_gloss,category,r2_key,attachment_id,source_file,trim_start_seconds,trim_duration_seconds,staged_output,status
sovuq,холодный,adjective,signs/adjective/sovuq.mp4,72c290ed-3d16-4dae-8068-9e8cad69e6dc,D:\test\72c290ed-3d16-4dae-8068-9e8cad69e6dc.mp4,0.717,2.367,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\sovuq.mp4,extracted
tez,быстрый,adjective,signs/adjective/tez.mp4,63af7ffc-df6d-465c-a145-f3221225d51f,,1.25,1.933,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\tez.mp4,source_missing
sekin,медленный,adjective,signs/adjective/sekin.mp4,35a129f3-0dce-4330-a20d-81428a243761,,0.25,3.0,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\sekin.mp4,source_missing
kuchli,сильный,adjective,signs/adjective/kuchli.mp4,57b0ac71-5e34-4c19-8d13-bc1731ba3270,,0.317,2.1,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\kuchli.mp4,source_missing
uzun,длинный,adjective,signs/adjective/uzun.mp4,db25a83b-820a-48e9-baa5-b1e51be0c56e,,0.417,2.633,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\uzun.mp4,source_missing
kalta,короткий,adjective,signs/adjective/kalta.mp4,7d250f19-d88c-4a96-8514-3c6799d7647f,,0.983,2.267,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\kalta.mp4,source_missing
og'ir,тяжёлый,adjective,signs/adjective/ogir.mp4,fb0bffd1-f8a1-4374-87b8-8090a7d2f3f9,,0.15,2.833,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\ogir.mp4,source_missing
yengil,лёгкий,adjective,signs/adjective/yengil.mp4,5b764070-5711-480e-ab71-9f8e229a1048,D:\test\5b764070-5711-480e-ab71-9f8e229a1048.mp4,0.45,2.767,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\yengil.mp4,extracted
muhim,важный,adjective,signs/adjective/muhim.mp4,91c3faaf-19c0-49ed-bbbd-d018051560dd,D:\test\91c3faaf-19c0-49ed-bbbd-d018051560dd.mp4,0.583,3.2,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\muhim.mp4,extracted
oson,лёгкий,adjective,signs/adjective/oson.mp4,5b764070-5711-480e-ab71-9f8e229a1048,D:\test\5b764070-5711-480e-ab71-9f8e229a1048.mp4,0.45,2.767,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\adjective\oson.mp4,extracted
ha,да,basic,signs/basic/ha.mp4,e1651e4b-d145-4e5e-8a5f-52261e4b1242,D:\test\e1651e4b-d145-4e5e-8a5f-52261e4b1242.mp4,0.917,2.433,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\basic\ha.mp4,extracted
bor,есть,basic,signs/basic/bor.mp4,19d28141-2c8d-4c3f-87c6-48aac37cf936,,1.183,2.1,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\basic\bor.mp4,source_missing
faqat,только,basic,signs/basic/faqat.mp4,6d36a144-48c0-44bf-813c-5d99686fdcde,,0.883,2.033,C:\Users\Admin\Desktop\imo-ishora\execution\clips\signs\basic\faqat.mp4,source_missing
